Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,First,Last
2049,Rafael\Rafael,br BRA,GK,Cagliari,it Serie A,37.0,1982.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,Matches,Rafael,Rafael
2050,Raffael\Raffael,br BRA,MF,M'Gladbach,de Bundesliga,34.0,1985.0,0.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,8.0,33.3,5.0,13.0,6.0,2.0,0.0,0.0,2.0,0,0,0.0,0.0,Matches,Raffael,Raffael
2051,Rafinha\Rafinha,br BRA,FWMF,Barcelona,es La Liga,26.0,1993.0,2.1,3.0,3,1.0,1.0,1.0,0.0,1.0,0.0,1.0,14.0,5.0,35.7,2.0,5.0,7.0,1.0,0.0,0.0,1.0,1,4,0.0,0.0,Matches,Rafinha,Rafinha
2052,Rafinha\Rafinha,br BRA,MF,Celta Vigo,es La Liga,26.0,1993.0,23.5,76.0,53,34.0,36.0,6.0,16.0,53.0,30.2,37.0,508.0,161.0,31.7,153.0,261.0,94.0,50.0,7.0,0.0,43.0,15,91,22.0,0.0,Matches,Rafinha,Rafinha
2053,Daniele Ragatzu\Daniele-Ragatzu,it ITA,MFFW,Cagliari,it Serie A,27.0,1991.0,3.5,2.0,2,0.0,2.0,0.0,0.0,4.0,0.0,4.0,38.0,13.0,34.2,13.0,15.0,10.0,3.0,0.0,0.0,3.0,0,2,3.0,0.0,Matches,Daniele Ragatzu,Daniele-Ragatzu
2054,Baba Rahman\Baba-Rahman,gh GHA,DF,Mallorca,es La Liga,25.0,1994.0,1.2,2.0,2,2.0,0.0,0.0,0.0,0.0,,0.0,10.0,4.0,40.0,5.0,1.0,4.0,4.0,1.0,0.0,3.0,2,4,3.0,0.0,Matches,Baba Rahman,Baba-Rahman
2055,Antonio Raillo\Antonio-Raillo,es ESP,DF,Mallorca,es La Liga,27.0,1991.0,30.8,43.0,32,36.0,6.0,1.0,15.0,21.0,71.4,6.0,256.0,100.0,39.1,193.0,58.0,5.0,43.0,24.0,0.0,19.0,11,54,138.0,1.0,Matches,Antonio Raillo,Antonio-Raillo
2056,Predrag Rajković\Predrag-Rajkovic,rs SRB,GK,Reims,fr Ligue 1,23.0,1995.0,27.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,Matches,Predrag Rajković,Predrag-Rajkovic
2057,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,31.0,1988.0,17.7,25.0,19,7.0,12.0,6.0,8.0,24.0,33.3,16.0,293.0,96.0,32.8,59.0,149.0,85.0,27.0,5.0,0.0,22.0,10,35,23.0,0.0,Matches,Ivan Rakitić,Ivan-Rakitic
2058,Benito Raman\Benito-Raman,be BEL,FW,Schalke 04,de Bundesliga,24.0,1994.0,17.8,16.0,7,3.0,6.0,7.0,4.0,25.0,16.0,21.0,448.0,110.0,24.6,45.0,183.0,220.0,12.0,1.0,0.0,11.0,7,23,1.0,0.0,Matches,Benito Raman,Benito-Raman
2059,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,28.0,1990.0,15.5,31.0,20,12.0,12.0,7.0,7.0,44.0,15.9,37.0,378.0,89.0,23.5,93.0,174.0,111.0,25.0,2.0,0.0,23.0,6,37,8.0,0.0,Matches,Gastón Ramírez,Gaston-Ramirez
2060,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Valladolid,es La Liga,24.0,1995.0,14.5,9.0,9,1.0,4.0,4.0,1.0,17.0,5.9,16.0,249.0,49.0,19.7,30.0,129.0,90.0,12.0,1.0,0.0,11.0,5,14,3.0,0.0,Matches,Sandro Ramírez,Sandro-Ramirez
2061,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,34.0,1984.0,5.1,6.0,2,5.0,1.0,0.0,1.0,6.0,16.7,5.0,25.0,7.0,28.0,11.0,13.0,1.0,3.0,0.0,0.0,3.0,4,10,52.0,1.0,Matches,Iván Ramis,Ivan-Ramis
2062,Adrián Ramos\Adrian-Ramos,co COL,FW,Granada,es La Liga,33.0,1986.0,2.5,3.0,1,0.0,1.0,2.0,0.0,3.0,0.0,3.0,38.0,8.0,21.1,2.0,15.0,21.0,4.0,0.0,0.0,4.0,0,3,2.0,0.0,Matches,Adrián Ramos,Adrian-Ramos
2063,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,33.0,1986.0,33.5,60.0,46,37.0,23.0,0.0,25.0,46.0,54.3,21.0,266.0,102.0,38.3,151.0,102.0,13.0,39.0,12.0,2.0,27.0,31,91,116.0,4.0,Matches,Sergio Ramos,Sergio-Ramos
2064,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21.0,1998.0,37.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,1.0,12.5,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,2.0,Matches,Aaron Ramsdale,Aaron-Ramsdale
2065,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Juventus,it Serie A,28.0,1990.0,11.7,28.0,19,8.0,13.0,7.0,7.0,25.0,28.0,18.0,229.0,65.0,28.4,40.0,101.0,88.0,21.0,3.0,0.0,18.0,9,37,7.0,0.0,Matches,Aaron Ramsey,Aaron-Ramsey
2066,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,eng Premier League,32.0,1987.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Darren Randolph,Darren-Randolph
2067,Luca Ranieri\Luca-Ranieri,it ITA,DF,Fiorentina,it Serie A,20.0,1999.0,2.6,4.0,2,3.0,1.0,0.0,2.0,4.0,50.0,2.0,21.0,10.0,47.6,12.0,7.0,2.0,3.0,1.0,0.0,2.0,1,5,15.0,0.0,Matches,Luca Ranieri,Luca-Ranieri
2068,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,31.0,1988.0,5.8,19.0,9,9.0,9.0,1.0,4.0,7.0,57.1,3.0,102.0,38.0,37.3,61.0,39.0,2.0,13.0,5.0,0.0,8.0,1,20,26.0,0.0,Matches,Andrea Ranocchia,Andrea-Ranocchia
2069,Tobias Raschl\Tobias-Raschl,de GER,MF,Dortmund,de Bundesliga,19.0,2000.0,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1.0,12.5,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Tobias Raschl,Tobias-Raschl
2070,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21.0,1997.0,29.4,12.0,6,1.0,7.0,4.0,7.0,28.0,25.0,21.0,378.0,102.0,27.0,32.0,175.0,171.0,26.0,0.0,0.0,26.0,8,20,20.0,0.0,Matches,Marcus Rashford,Marcus-Rashford
2071,Milot Rashica\Milot-Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23.0,1996.0,25.2,24.0,16,14.0,6.0,4.0,8.0,36.0,22.2,28.0,456.0,139.0,30.5,107.0,217.0,132.0,29.0,3.0,0.0,26.0,14,38,9.0,1.0,Matches,Milot Rashica,Milot-Rashica
2072,Giacomo Raspadori\Giacomo-Raspadori,it ITA,MFFW,Sassuolo,it Serie A,19.0,2000.0,2.9,10.0,8,5.0,2.0,3.0,0.0,3.0,0.0,3.0,51.0,16.0,31.4,14.0,25.0,12.0,2.0,0.0,0.0,2.0,1,11,0.0,0.0,Matches,Giacomo Raspadori,Giacomo-Raspadori
2073,Raúl\Raul,es ESP,FWMF,Betis,es La Liga,18.0,2000.0,0.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,1.0,8.3,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Raúl,Raul
2074,Ante Rebić\Ante-Rebic,hr CRO,FW,Milan,it Serie A,25.0,1993.0,15.5,20.0,12,6.0,7.0,7.0,4.0,34.0,11.8,30.0,327.0,82.0,25.1,50.0,129.0,148.0,16.0,2.0,0.0,14.0,10,30,14.0,0.0,Matches,Ante Rebić,Ante-Rebic
2075,Ante Rebić\Ante-Rebic,hr CRO,FW,Eint Frankfurt,de Bundesliga,25.0,1993.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,1.0,5.6,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Ante Rebić,Ante-Rebic
2076,Arkadiusz Reca\Arkadiusz-Reca,pl POL,DF,SPAL,it Serie A,24.0,1995.0,21.4,46.0,26,28.0,10.0,8.0,15.0,56.0,26.8,41.0,325.0,96.0,29.5,133.0,127.0,65.0,23.0,2.0,0.0,21.0,17,63,40.0,2.0,Matches,Arkadiusz Reca,Arkadiusz-Reca
2077,Recio\Recio,es ESP,MF,Leganés,es La Liga,28.0,1991.0,17.4,31.0,23,13.0,15.0,3.0,14.0,46.0,30.4,32.0,302.0,70.0,23.2,90.0,170.0,42.0,21.0,5.0,1.0,16.0,16,47,19.0,0.0,Matches,Recio,Recio
2078,Daishawn Redan\Daishawn-Redan,nl NED,FW,Hertha BSC,de Bundesliga,18.0,2001.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Daishawn Redan,Daishawn-Redan
2079,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,eng Premier League,25.0,1994.0,30.7,57.0,46,16.0,25.0,16.0,19.0,64.0,29.7,45.0,643.0,193.0,30.0,164.0,254.0,225.0,39.0,2.0,0.0,37.0,14,71,13.0,0.0,Matches,Nathan Redmond,Nathan-Redmond
2080,Fabian Reese\Fabian-Reese,de GER,FW,Schalke 04,de Bundesliga,21.0,1997.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,4.0,20.0,4.0,5.0,11.0,1.0,1.0,0.0,0.0,0,1,2.0,0.0,Matches,Fabian Reese,Fabian-Reese
2081,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,28.0,1990.0,1.9,4.0,1,3.0,1.0,0.0,0.0,2.0,0.0,2.0,26.0,8.0,30.8,17.0,9.0,0.0,6.0,2.0,0.0,4.0,1,5,7.0,0.0,Matches,Vasco Regini,Vasco-Regini
2082,Vasco Regini\Vasco-Regini,it ITA,DF,Parma,it Serie A,28.0,1990.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,0.0,Matches,Vasco Regini,Vasco-Regini
2083,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Sevilla,es La Liga,22.0,1996.0,27.9,57.0,33,31.0,22.0,4.0,29.0,63.0,46.0,34.0,351.0,100.0,28.5,143.0,143.0,65.0,39.0,6.0,0.0,33.0,20,77,89.0,0.0,Matches,Sergio Reguilón,Sergio-Reguilon
2084,Ken Reichel\Ken-Reichel,de GER,DF,Union Berlin,de Bundesliga,32.0,1986.0,5.9,10.0,7,6.0,3.0,1.0,5.0,14.0,35.7,9.0,75.0,15.0,20.0,37.0,30.0,8.0,18.0,1.0,0.0,17.0,6,16,20.0,0.0,Matches,Ken Reichel,Ken-Reichel
2085,Manolo Reina\Manolo-Reina,es ESP,GK,Mallorca,es La Liga,34.0,1985.0,36.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,20.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.0,0.0,Matches,Manolo Reina,Manolo-Reina
2086,Pepe Reina\Pepe-Reina,es ESP,GK,Aston Villa,eng Premier League,36.0,1982.0,12.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,Matches,Pepe Reina,Pepe-Reina
2087,Pepe Reina\Pepe-Reina,es ESP,GK,Milan,it Serie A,36.0,1982.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Pepe Reina,Pepe-Reina
2088,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MF,Angers,fr Ligue 1,21.0,1998.0,0.9,3.0,1,1.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,3.0,27.3,2.0,6.0,3.0,1.0,0.0,0.0,1.0,0,3,1.0,0.0,Matches,Jeff Reine-Adélaïde,Jeff-Reine-Adelaide
2089,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Lyon,fr Ligue 1,21.0,1998.0,8.7,11.0,8,4.0,3.0,4.0,4.0,11.0,36.4,7.0,188.0,45.0,23.9,33.0,97.0,58.0,6.0,0.0,0.0,6.0,4,15,2.0,0.0,Matches,Jeff Reine-Adélaïde,Jeff-Reine-Adelaide
2090,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24.0,1994.0,14.0,17.0,11,10.0,7.0,0.0,4.0,9.0,44.4,5.0,132.0,39.0,29.5,81.0,45.0,6.0,33.0,17.0,0.0,16.0,14,31,68.0,0.0,Matches,Karim Rekik,Karim-Rekik
2091,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,es La Liga,24.0,1995.0,25.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,0.0,Matches,Álex Remiro,Alex-Remiro
2092,Loïc Rémy\Loic-Remy,fr FRA,FW,Lille,fr Ligue 1,32.0,1987.0,10.7,6.0,4,2.0,1.0,3.0,2.0,6.0,33.3,4.0,144.0,46.0,31.9,9.0,56.0,79.0,4.0,2.0,0.0,2.0,0,6,7.0,0.0,Matches,Loïc Rémy,Loic-Remy
2093,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20.0,1998.0,1.3,5.0,0,4.0,1.0,0.0,1.0,8.0,12.5,7.0,23.0,7.0,30.4,12.0,8.0,3.0,4.0,0.0,0.0,4.0,0,5,1.0,0.0,Matches,Panagiotis Retsos,Panagiotis-Retsos
2094,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,30.0,1989.0,16.6,32.0,22,8.0,15.0,9.0,4.0,20.0,20.0,16.0,442.0,121.0,27.4,40.0,213.0,189.0,25.0,3.0,0.0,22.0,13,45,13.0,0.0,Matches,Marco Reus,Marco-Reus
2095,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,MF,Köln,de Bundesliga,21.0,1997.0,6.9,12.0,10,6.0,4.0,2.0,6.0,11.0,54.5,5.0,141.0,45.0,31.9,41.0,67.0,33.0,13.0,0.0,0.0,13.0,4,16,8.0,0.0,Matches,Elvis Rexhbeçaj,Elvis-Rexhbecaj
2096,Giovanni Reyna\Giovanni-Reyna,us USA,MFFW,Dortmund,de Bundesliga,16.0,2002.0,3.9,5.0,4,2.0,3.0,0.0,2.0,6.0,33.3,4.0,80.0,18.0,22.5,12.0,42.0,26.0,4.0,0.0,0.0,4.0,1,6,1.0,0.0,Matches,Giovanni Reyna,Giovanni-Reyna
2097,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28.0,1990.0,22.6,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,1.0,Matches,Baptiste Reynet,Baptiste-Reynet
2098,Nico Ribaudo\Nico-Ribaudo,es ESP,FWMF,Espanyol,es La Liga,18.0,2001.0,2.0,3.0,1,2.0,0.0,1.0,2.0,6.0,33.3,4.0,43.0,11.0,25.6,18.0,17.0,8.0,3.0,0.0,0.0,3.0,0,3,0.0,0.0,Matches,Nico Ribaudo,Nico-Ribaudo
2099,Franck Ribéry\Franck-Ribery,fr FRA,FW,Fiorentina,it Serie A,36.0,1983.0,15.7,16.0,12,8.0,6.0,2.0,5.0,19.0,26.3,14.0,278.0,74.0,26.6,51.0,120.0,107.0,9.0,0.0,0.0,9.0,2,18,2.0,0.0,Matches,Franck Ribéry,Franck-Ribery
2100,Davide Riccardi\Davide-Riccardi,it ITA,DF,Lecce,it Serie A,23.0,1996.0,0.2,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Davide Riccardi,Davide-Riccardi
2101,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,eng Premier League,20.0,1999.0,38.0,122.0,89,66.0,52.0,4.0,32.0,95.0,33.7,63.0,819.0,237.0,28.9,386.0,385.0,48.0,68.0,9.0,0.0,59.0,50,172,62.0,0.0,Matches,Declan Rice,Declan-Rice
2102,Chris Richards\Chris-Richards,us USA,DF,Bayern Munich,de Bundesliga,19.0,2000.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Chris Richards,Chris-Richards
2103,Richarlison\Richarlison,br BRA,FW,Everton,eng Premier League,22.0,1997.0,34.1,68.0,45,26.0,28.0,14.0,19.0,57.0,33.3,38.0,709.0,188.0,26.5,120.0,332.0,257.0,34.0,5.0,0.0,29.0,9,77,48.0,0.0,Matches,Richarlison,Richarlison
2104,Marco Richter\Marco-Richter,de GER,MFFW,Augsburg,de Bundesliga,21.0,1997.0,25.3,24.0,15,10.0,7.0,7.0,11.0,62.0,17.7,51.0,464.0,110.0,23.7,112.0,217.0,135.0,35.0,0.0,0.0,35.0,15,39,18.0,0.0,Matches,Marco Richter,Marco-Richter
2105,Diego Rico\Diego-Rico,es ESP,DF,Bournemouth,eng Premier League,26.0,1993.0,25.9,65.0,42,41.0,21.0,3.0,18.0,56.0,32.1,38.0,406.0,126.0,31.0,209.0,138.0,59.0,82.0,6.0,0.0,76.0,32,97,98.0,0.0,Matches,Diego Rico,Diego-Rico
2106,Sergio Rico\Sergio-Rico,es ESP,GK,Paris S-G,fr Ligue 1,25.0,1993.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,Matches,Sergio Rico,Sergio-Rico
2107,Jaïro Riedewald\Jairo-Riedewald,nl NED,DFMF,Crystal Palace,eng Premier League,22.0,1996.0,8.5,15.0,12,5.0,8.0,2.0,8.0,13.0,61.5,5.0,118.0,40.0,33.9,50.0,52.0,16.0,13.0,2.0,0.0,11.0,11,26,17.0,0.0,Matches,Jaïro Riedewald,Jairo-Riedewald
2108,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Sampdoria,it Serie A,26.0,1993.0,4.8,5.0,5,2.0,2.0,1.0,2.0,6.0,33.3,4.0,120.0,25.0,20.8,24.0,49.0,47.0,4.0,1.0,0.0,3.0,4,9,1.0,0.0,Matches,Emiliano Rigoni,Emiliano-Rigoni
2109,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,31.0,1988.0,30.0,60.0,35,27.0,25.0,8.0,27.0,77.0,35.1,50.0,480.0,127.0,26.5,176.0,233.0,71.0,36.0,4.0,0.0,32.0,24,84,81.0,0.0,Matches,Tomás Rincón,Tomas-Rincon
2110,Luis Rioja\Luis-Rioja,es ESP,MF,Alavés,es La Liga,25.0,1993.0,18.2,18.0,14,9.0,8.0,1.0,6.0,25.0,24.0,19.0,291.0,60.0,20.6,77.0,156.0,58.0,24.0,0.0,0.0,24.0,9,27,16.0,0.0,Matches,Luis Rioja,Luis-Rioja
2111,Renaud Ripart\Renaud-Ripart,fr FRA,FWDF,Nîmes,fr Ligue 1,26.0,1993.0,22.5,32.0,15,12.0,15.0,5.0,14.0,39.0,35.9,25.0,428.0,122.0,28.5,68.0,202.0,158.0,31.0,3.0,0.0,28.0,10,42,35.0,0.0,Matches,Renaud Ripart,Renaud-Ripart
2112,Rodrigo Riquelme\Rodrigo-Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19.0,2000.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,Matches,Rodrigo Riquelme,Rodrigo-Riquelme
2113,Andrea Rispoli\Andrea-Rispoli,it ITA,DF,Lecce,it Serie A,30.0,1988.0,21.2,29.0,22,13.0,12.0,4.0,18.0,40.0,45.0,22.0,197.0,49.0,24.9,99.0,76.0,22.0,58.0,8.0,0.0,50.0,18,47,68.0,0.0,Matches,Andrea Rispoli,Andrea-Rispoli
2114,Marcel Risse\Marcel-Risse,de GER,MFFW,Köln,de Bundesliga,29.0,1989.0,1.5,3.0,1,2.0,1.0,0.0,1.0,1.0,100.0,0.0,27.0,4.0,14.8,10.0,14.0,3.0,1.0,0.0,0.0,1.0,3,6,2.0,0.0,Matches,Marcel Risse,Marcel-Risse
2115,Mihailo Ristić\Mihailo-Ristic,rs SRB,DFMF,Montpellier,fr Ligue 1,23.0,1995.0,9.0,19.0,8,13.0,6.0,0.0,7.0,19.0,36.8,12.0,157.0,31.0,19.7,43.0,72.0,42.0,15.0,3.0,0.0,12.0,2,21,13.0,0.0,Matches,Mihailo Ristić,Mihailo-Ristic
2116,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,eng Premier League,29.0,1989.0,14.6,24.0,17,11.0,10.0,3.0,4.0,17.0,23.5,13.0,208.0,49.0,23.6,89.0,71.0,48.0,27.0,4.0,0.0,23.0,17,41,36.0,0.0,Matches,Matt Ritchie,Matt-Ritchie
2117,Marlon Ritter\Marlon-Ritter,de GER,MF,Paderborn 07,de Bundesliga,24.0,1994.0,4.8,9.0,3,6.0,3.0,0.0,6.0,11.0,54.5,5.0,71.0,15.0,21.1,25.0,29.0,17.0,15.0,0.0,0.0,15.0,7,16,4.0,0.0,Matches,Marlon Ritter,Marlon-Ritter
2118,Cristian Rivera\Cristian-Rivera,es ESP,MF,Leganés,es La Liga,22.0,1997.0,3.5,3.0,3,1.0,1.0,1.0,1.0,3.0,33.3,2.0,48.0,12.0,25.0,19.0,27.0,2.0,7.0,2.0,0.0,5.0,3,6,5.0,0.0,Matches,Cristian Rivera,Cristian-Rivera
2119,Maxence Rivera\Maxence-Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17.0,2002.0,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,5.0,55.6,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Maxence Rivera,Maxence-Rivera
2120,Rober\Rober,es ESP,DF,Levante,es La Liga,24.0,1995.0,2.1,3.0,2,2.0,0.0,1.0,1.0,2.0,50.0,1.0,25.0,7.0,28.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,1,4,4.0,0.0,Matches,Rober,Rober
2121,Roberto\Roberto,es ESP,GK,West Ham,eng Premier League,33.0,1986.0,7.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Roberto,Roberto
2122,Roberto\Roberto,es ESP,GK,Alavés,es La Liga,33.0,1986.0,8.8,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,Matches,Roberto,Roberto
2123,Sergi Roberto\Sergi-Roberto,es ESP,DFMF,Barcelona,es La Liga,27.0,1992.0,26.0,27.0,19,13.0,9.0,5.0,9.0,24.0,37.5,15.0,237.0,70.0,29.5,61.0,111.0,65.0,33.0,4.0,1.0,29.0,19,46,46.0,1.0,Matches,Sergi Roberto,Sergi-Roberto
2124,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,eng Premier League,22.0,1997.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Patrick Roberts,Patrick-Roberts
2125,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,25.0,1994.0,34.6,60.0,32,19.0,25.0,16.0,30.0,68.0,44.1,38.0,390.0,134.0,34.4,136.0,144.0,110.0,59.0,7.0,0.0,52.0,30,90,82.0,0.0,Matches,Andrew Robertson,Andrew-Robertson
2126,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24.0,1995.0,7.5,4.0,4,1.0,1.0,2.0,1.0,4.0,25.0,3.0,178.0,50.0,28.1,29.0,80.0,69.0,4.0,0.0,0.0,4.0,3,7,2.0,0.0,Matches,Callum Robinson,Callum-Robinson
2127,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25.0,1993.0,5.6,9.0,3,5.0,4.0,0.0,5.0,10.0,50.0,5.0,55.0,16.0,29.1,34.0,19.0,2.0,15.0,5.0,0.0,10.0,2,11,39.0,0.0,Matches,Jack Robinson,Jack-Robinson
2128,Joel Robles\Joel-Robles,es ESP,GK,Betis,es La Liga,29.0,1990.0,32.1,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,1.0,Matches,Joel Robles,Joel-Robles
2129,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,22.0,1996.0,33.4,85.0,61,35.0,43.0,7.0,29.0,87.0,33.3,58.0,707.0,205.0,29.0,241.0,401.0,65.0,42.0,11.0,0.0,31.0,30,115,75.0,1.0,Matches,Marc Roca,Marc-Roca
2130,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,28.0,1991.0,20.8,44.0,25,25.0,11.0,8.0,19.0,47.0,40.4,28.0,334.0,89.0,26.6,99.0,157.0,78.0,27.0,0.0,0.0,27.0,13,57,29.0,0.0,Matches,Rubén Rochina,Ruben-Rochina
2131,Sebastian Rode\Sebastian-Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28.0,1990.0,21.5,65.0,41,32.0,25.0,8.0,12.0,49.0,24.5,37.0,573.0,163.0,28.4,180.0,313.0,80.0,36.0,6.0,0.0,30.0,29,94,15.0,1.0,Matches,Sebastian Rode,Sebastian-Rode
2132,Rodri\Rodri,es ESP,MF,Manchester City,eng Premier League,23.0,1996.0,27.6,64.0,44,23.0,33.0,8.0,28.0,68.0,41.2,40.0,462.0,137.0,29.7,142.0,255.0,65.0,28.0,6.0,0.0,22.0,15,79,61.0,0.0,Matches,Rodri,Rodri
